Text,Aspect Term,Sentiment
I already have a HP laptop I bought last year that's standard size.,size,Neutral
Battery is not upgradable to a longer life battery.,Battery,Negative
Battery is not upgradable to a longer life battery.,battery,Negative
apple has a reputation and is well known for its easy usage.,usage,Positive
Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,speaker grill,Negative
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",MacOSX,Positive
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",Windows 7,Positive
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",dual-core,Neutral
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",quad-core,Neutral
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","22"" Monitor",Neutral
"Love the graphics, awesome programs (including Garageband), and really cool default background.",graphics,Positive
"Love the graphics, awesome programs (including Garageband), and really cool default background.",programs,Positive
"Love the graphics, awesome programs (including Garageband), and really cool default background.",Garageband,Positive
"Love the graphics, awesome programs (including Garageband), and really cool default background.",default background,Positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",Screen,Neutral
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",keyboard,Neutral
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,Positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",island backlit keyboard,Positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",multi-touch mouse,Positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",mouse,Neutral
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,Windows,Neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",iWork,Neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",programs,Neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",Microsoft Office,Neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",word processing,Neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",spreadsheets,Neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",presentations,Neutral
"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs,Positive
When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,warranty,Neutral
It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,Positive
Good monitor and performed well.,monitor,Positive
Good monitor and performed well.,performed,Positive
It was secure and easy to navigate.,navigate,Positive
"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",graphics cards,Positive
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,bluray player,Neutral
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,book,Negative
They are by far the easiest systems to actually learn about computers with.,systems,Positive
this apple navigates you thru the unexplored world of the internet.,internet,Neutral
"The video card is great for media, and above average for gaming, but not a gamers first choice.",gaming,Positive
"The video card is great for media, and above average for gaming, but not a gamers first choice.",media,Positive
"I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",3 year warranty,Neutral
"Apparently there is a manufacturing defect, something with the amount of thermal paste.",thermal paste,Negative
Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.,internals,Negative
Took several hours with customer support before I could even start the PC out of the box.,customer support,Negative
Asus facial recognition doesn't work and windows logon isn't either.,facial recognition,Negative
Asus facial recognition doesn't work and windows logon isn't either.,windows logon,Negative
Windows Vista makes this computer almost unusable for online service.,Windows Vista,Negative
Windows Vista makes this computer almost unusable for online service.,online service,Negative
"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",recovery DVDs,Positive
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,webcam,Neutral
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,keyboard,Neutral
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,carry,Positive
Can listen to my music and watch my videos with ease and with a great display.,display,Positive
"Otherwise, all other features are a 1",features,Neutral
The performance is awesome.,performance,Positive
The display is beyond horrible.,display,Negative
There is hardly any memory on the computer's hard drive.,memory,Negative
There is hardly any memory on the computer's hard drive.,hard drive,Negative
"Actually, I had noticed the one on the sales floor also didn't have sound!",sound,Negative
"Next, most Acer laptop fans are on the bottom which is right on your laptop.",fans,Neutral
the laptop preformed pretty well.,preformed,Positive
I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system,Neutral
I loved the netbook (minus the fact that it was windows OS) until this started happening.,windows OS,Negative
"The minute you fire it up it's all good, very easy user interface.",user interface,Positive
  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,Negative
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",iDVD,Positive
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,Positive
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,Positive
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,Neutral
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,Negative
"I love the easy to see screen, and It works well for work, persoal or just play.",screen,Positive
"I love the easy to see screen, and It works well for work, persoal or just play.",works,Positive
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",word processing,Neutral
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",surfing,Neutral
the mouse pad and buttons are the worst i've ever seen.,mouse pad,Negative
the mouse pad and buttons are the worst i've ever seen.,buttons,Negative
Awesome graphics!,graphics,Positive
It really is perfect for work and play.,play,Positive
It really is perfect for work and play.,work,Positive
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",Intel i processors,Negative
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edge,Negative
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edges,Negative
One drawback I noticed was sound quality via USB.,sound quality via USB,Negative
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",battery life,Negative
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",warranty,Negative
"I have had another Mac, but it got slow due to an older operating system.",operating system,Negative
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows XP drivers,Negative
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",sound card,Negative
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows 7,Positive
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",features,Positive
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",budget,Positive
"Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",motherboard,Negative
"Also the speakers are not very loud, But it is a netbook.",speakers,Negative
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,PRICE,Positive
Just a black screen!,screen,Negative
A key contributor that led me to Mac is the art aspect.,art aspect,Positive
"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",battery,Negative
"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",surfing,Positive
My first problem was with the pre-loaded Norton Firewall/Security program.,pre-loaded Norton Firewall/Security program,Negative
"I had a USB connect but, i can't use it because it is not compatible.",USB connect,Negative
"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",hard drive,Negative
"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",expense,Negative
I love the multi-touch trackpad.,multi-touch trackpad,Positive
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,extended warranties,Negative
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,cost,Negative
"Not too much ""junk"" software to remove.",software,Positive
System is loosing about 20% of performance because of that.,performance,Negative
System is loosing about 20% of performance because of that.,System,Negative
"It is easy to use, good quality and good price.",quality,Positive
"It is easy to use, good quality and good price.",price,Positive
"It is easy to use, good quality and good price.",use,Positive
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",Apple keyboard,Neutral
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",PC's keyboard,Neutral
The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,extended warranty,Neutral
"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",RAM,Neutral
"  The hard drive crashed as well, and I had to buy a new  power cord.",hard drive,Negative
"  The hard drive crashed as well, and I had to buy a new  power cord.",power cord,Negative
Another issue I have with it is the battery.,battery,Negative
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",power supply,Neutral
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",techies,Neutral
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Sony Sonic Stage software,Neutral
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",speakers,Positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",subwoofer,Positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",extended life battery,Neutral
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Docking port,Neutral
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth mouse,Neutral
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth enabled,Negative
"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",works,Positive
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Keynote,Neutral
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Powerpoint program,Neutral
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,Positive
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,Positive
"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser,Neutral
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry,Positive
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,Negative
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,Negative
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs,Negative
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",drivers,Negative
Love that it doesn't take up space like a regular computer.,space,Positive
Asked the customer service rep.,customer service rep,Neutral
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",genius bar staff,Negative
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",fan,Neutral
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",boot up,Neutral
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",Mouse Cable,Negative
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",mouse,Negative
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",RAM slots,Neutral
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",HDD Bays,Neutral
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",16GB RAM support,Neutral
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",Wireless,Positive
I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,ASUS TECH SUPPORT,Negative
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,Negative
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,Negative
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,Negative
"the mouse on the pad, the left button always sticks.",mouse on the pad,Neutral
"the mouse on the pad, the left button always sticks.",left button,Negative
  i have tried to charge on different batteries with no luck.,batteries,Negative
"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",battery life,Positive
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",built in tools,Neutral
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",iTunes,Positive
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,size,Positive
True quality at a great price!,quality,Positive
True quality at a great price!,price,Positive
Not easy to carry.,carry,Negative
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs,Positive
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,Leopard running system,Neutral
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",LG service center,Negative
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service center,Negative
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service,Negative
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Material,Positive
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Specs,Negative
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,performs,Positive
"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",price,Positive
I am ADDICTED to photo booth!,photo booth,Positive
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",operating system,Positive
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",user interface,Positive
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",multi-touch track pad,Positive
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,Hard disk,Neutral
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,hard disk space,Positive
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,internal hard disk,Neutral
It is extremely portable and easily connects to WIFI at the library and elsewhere.,connects to WIFI,Positive
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",applications,Positive
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",windows,Negative
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,screen,Positive
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,gaming,Positive
"  I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",space,Positive
  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,Negative
"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",power adapter,Negative
"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.",price,Negative
"Of course, for a student, weight is always an issue.",weight,Neutral
"Now mainboard is broken, have to wait for a new one.",mainboard,Negative
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",speed,Negative
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",hard drive,Neutral
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",500gb external hard drive,Neutral
2.The wireless card is low quality.,wireless card,Negative
They also use two totally different operating systems.,operating systems,Neutral
They are about the same size keys.,keys,Neutral
"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories,Negative
"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",warranty,Positive
The only problems are the sound isnt very loud I have to wear headphones.,sound,Negative
Again- windows based machines were not giving me anything to work with!,windows,Negative
"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",system,Neutral
i love the size of the computer since i play games on it.,size,Positive
i love the size of the computer since i play games on it.,games,Neutral
"You know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.",playing games,Neutral
There are no viruses or spyware to worry about like on a Windows computer.,Windows,Negative
To be honest i think it was faulty equipment or something but idk.,equipment,Negative
"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",size,Positive
"I love its solid build, light wt and excellent battery life (for now).",build,Positive
"I love its solid build, light wt and excellent battery life (for now).",wt,Positive
"I love its solid build, light wt and excellent battery life (for now).",battery life,Positive
"while about 8 years ago, I hope that the quality has changed.",quality,Negative
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",Apple navigation,Neutral
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",apps,Positive
#NAME?,hard drives,Neutral
"The battery holds up well, it's built very solidly, and runs fast.",battery,Positive
"The battery holds up well, it's built very solidly, and runs fast.",built,Positive
"The battery holds up well, it's built very solidly, and runs fast.",runs,Positive
Sound card is limited though.,Sound card,Negative
This is a nicely sized laptop with lots of processing power and long battery life.,processing power,Positive
This is a nicely sized laptop with lots of processing power and long battery life.,battery life,Positive
This is a nicely sized laptop with lots of processing power and long battery life.,sized,Positive
  The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,Vista,Negative
"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.",desktop keyboard,Neutral
The display is awesome.,display,Positive
It took several weeks just to get them to acknowledge that I owned the warranty.,warranty,Negative
The keyboard is like no other laptop keyboard.,keyboard,Neutral
The keyboard is like no other laptop keyboard.,keyboard,Neutral
#NAME?,battery life,Negative
#NAME?,hard drives,Neutral
Every driver on the drivers/applications DVD is everything you will need for a reload.,driver,Positive
Every driver on the drivers/applications DVD is everything you will need for a reload.,drivers/applications DVD,Positive
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,Neutral
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,Neutral
It's also fairly easy to use the Operating System.,Operating System,Positive
We figure that after everything HIS pc actually ended up costing $350 more than my original Mac.,costing,Negative
So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,AC plug,Negative
Peformance is good for the price.,Peformance,Positive
Peformance is good for the price.,price,Positive
The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping,Negative
Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,BIOS,Negative
I had 3 months when the ports started going out.,ports,Negative
"The improvements to the OS have been relatively gradual, but substantive.",OS,Positive
It is super easy to use.,use,Positive
Many of my classmates computers hard drives crashed.,hard drives,Negative
Ease of use is just one of the benefits I love about my Mac.,use,Positive
"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",MS Office,Neutral
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,Positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,Positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,Positive
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,power,Positive
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,flexibility,Positive
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,HDMI port,Negative
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,S-video port,Negative
The speakers on it are useless too.,speakers,Negative
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,Battery,Neutral
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,surfing the web,Neutral
Iphoto is great for adding pictures right to facebook and other social networking sites.,Iphoto,Positive
"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they ""expedited"" the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""Senior Tech"".",Senior Tech,Negative
"Some features arent friendly ( volume wheel, sound quality, etc.",volume wheel,Negative
"Some features arent friendly ( volume wheel, sound quality, etc.",sound quality,Negative
"Some features arent friendly ( volume wheel, sound quality, etc.",features,Negative
"A cheaper price should not equal a ""cheap"" product.",price,Positive
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",manual,Neutral
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",hard drive,Neutral
Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,software,Neutral
Adjust the sensitivity since it's not that responsive to begin with.,sensitivity,Negative
"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery,Negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",battery life,Negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",case,Negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",core applications,Negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",system,Negative
  Later it held zero charge and its replacement worked for less than three months.,charge,Negative
  The company sent me a whole new cord overnight and apologized.,cord,Positive
It's even easy to hook up to other wireless networks.,hook up to other wireless networks,Positive
"  Also, I have had alot of trouble with the shift key to go to other lines.",shift key,Negative
"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",rep,Negative
It gives me the power and speed that I need to run all the programs I use to edit.,power,Positive
It gives me the power and speed that I need to run all the programs I use to edit.,speed,Positive
It gives me the power and speed that I need to run all the programs I use to edit.,programs,Neutral
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,iLife,Positive
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,Microsoft Office,Neutral
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",portability,Positive
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",longevity,Positive
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",use,Positive
  Again I sent it back and they replaced the motherboard and some fan inside.,motherboard,Neutral
  Again I sent it back and they replaced the motherboard and some fan inside.,fan,Neutral
"Fully charged, the MacBook Pro can last about five hours unplugged.",charged,Positive
"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.",price,Neutral
"For me, keys were starting to get stuck and wouldn't type very well.",keys,Negative
can't reinstall with standard os cd because of proprietary hardware drivers.,standard os cd,Negative
can't reinstall with standard os cd because of proprietary hardware drivers.,proprietary hardware drivers,Negative
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",battery,Neutral
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",charge,Negative
The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,delivery,Negative
The first programm I switched on was a game for my children.,programm,Neutral
I have been very pleased with the performance of this laptop.,performance,Positive
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",battery life,Positive
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",response,Positive
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",Internet focused activity,Neutral
Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,features,Neutral
It is sleek and lightweight and charges quickly when needed.,charges,Positive
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",size,Positive
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",look,Positive
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",feature,Positive
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",charge,Neutral
( The iBook backup also uses a firewire connection).,iBook backup,Neutral
( The iBook backup also uses a firewire connection).,firewire connection,Neutral
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",camera,Neutral
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",specifications,Neutral
Also the display is exceptional!,display,Positive
The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,repair depot,Neutral
