Text,Aspect Term,Sentiment
With so many good restaurants on the UWS[comma] I don't need overpriced food[comma] absurdly arrogant wait-staff who don't recognize they work at a glorified diner[comma] clumsy service[comma] and management that doesn't care.,management,Negative
With so many good restaurants on the UWS[comma] I don't need overpriced food[comma] absurdly arrogant wait-staff who don't recognize they work at a glorified diner[comma] clumsy service[comma] and management that doesn't care.,diner,Negative
I tend to judge a sushi restaurant by its sea urchin[comma] which was heavenly at sushi rose.,sea urchin,Positive
The service is a little scatty at times but all is forgiven when the food arrives.,service,Negative
The service is a little scatty at times but all is forgiven when the food arrives.,food,Positive
The bruscetta is a bit soggy[comma] but the salads were fresh[comma] included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.,bruscetta,Negative
The bruscetta is a bit soggy[comma] but the salads were fresh[comma] included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.,salads,Positive
The bruscetta is a bit soggy[comma] but the salads were fresh[comma] included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.,dishes,Positive
The bruscetta is a bit soggy[comma] but the salads were fresh[comma] included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.,mix of greens,Positive
The bruscetta is a bit soggy[comma] but the salads were fresh[comma] included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.,iceberg,Neutral
The bruscetta is a bit soggy[comma] but the salads were fresh[comma] included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.,served,Positive
The atmosphere isn't the greatest [comma] but I suppose that's how they keep the prices down .,atmosphere,Neutral
The atmosphere isn't the greatest [comma] but I suppose that's how they keep the prices down .,prices,Positive
The pickles were great addition.,pickles,Positive
If your favorite Chinese food is General Tao chicken[comma] then this is NOT your place.,General Tao chicken,Negative
If your favorite Chinese food is General Tao chicken[comma] then this is NOT your place.,Chinese food,Neutral
You must try the shrimp appetizers.,shrimp appetizers,Positive
Not only is the cuisine the best around[comma] the service has always been attentive and charming.,cuisine,Positive
Not only is the cuisine the best around[comma] the service has always been attentive and charming.,service,Positive
The production is a symphony[comma] alot of fun to experience.The food sublime for the most part.,food,Positive
Waiters tend to forget drinks completely[comma] food portions are so tiny[comma] two people have trouble sharing one entree.,Waiters,Negative
Waiters tend to forget drinks completely[comma] food portions are so tiny[comma] two people have trouble sharing one entree.,food portions,Negative
Waiters tend to forget drinks completely[comma] food portions are so tiny[comma] two people have trouble sharing one entree.,drinks,Neutral
Waiters tend to forget drinks completely[comma] food portions are so tiny[comma] two people have trouble sharing one entree.,entree,Negative
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,Positive
The restaurant was packed at first[comma] so we waited at the bar for about 20 minutes before we were seated.,bar,Neutral
Interesting selection[comma] good wines[comma] service fine[comma] fun decor.,wines,Positive
Interesting selection[comma] good wines[comma] service fine[comma] fun decor.,service,Positive
Interesting selection[comma] good wines[comma] service fine[comma] fun decor.,decor,Positive
Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,reservation,Positive
Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,drink,Neutral
Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,bar,Neutral
Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar[comma] you will surely be transported to Northern Italy with one bite.,parmesean porcini souffle,Positive
Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar[comma] you will surely be transported to Northern Italy with one bite.,lamb glazed with balsamic vinegar,Positive
The food at this place is 'gourmet' Indian cuisine.,food,Neutral
The food at this place is 'gourmet' Indian cuisine.,gourmet' Indian cuisine,Neutral
But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,bar,Negative
But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,pub,Negative
While there are plenty of places to go for a good corned beef sandwich[comma] Katz's has a charm about it.,corned beef sandwich,Positive
However[comma] looking at the table next to ours[comma] we both sort of wished we had ordered pizza[comma] which looked PERRRRRRRRRFECT.,pizza,Positive
Priced at upper intermediate range.,Priced,Negative
If you live in new york city[comma] you'll find better food at small restaurants outside of time square and spend half the amount.,food,Negative
If you live in new york city[comma] you'll find better food at small restaurants outside of time square and spend half the amount.,amount,Negative
Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,olive cream cheese,Positive
Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,lox spread,Positive
Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,bagel,Neutral
they didn't disappoint[comma] service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.,service,Positive
they didn't disappoint[comma] service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.,server,Positive
they didn't disappoint[comma] service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.,table,Neutral
I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,music,Negative
The rice to fish ration was also good--they didn't try to overpack the rice.,rice to fish ration,Positive
The rice to fish ration was also good--they didn't try to overpack the rice.,rice,Positive
They used shredded cheese on top!,shredded cheese,Neutral
The food is great and they have a good selecion of wines at reasonable prices.,food,Positive
The food is great and they have a good selecion of wines at reasonable prices.,selecion of wines,Positive
The food is great and they have a good selecion of wines at reasonable prices.,prices,Positive
The only positive was the wait staff[comma] which was prompt[comma] knowledgable[comma] and likeable.,wait staff,Positive
I couldn't reccommend their Godmother pizza any higher.,Godmother pizza,Positive
I am not a vegetarian but[comma] almost all the dishes were great.,dishes,Positive
I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,thai cuisine,Positive
For the location[comma] the prices are very reasonable.,prices,Positive
For the location[comma] the prices are very reasonable.,location,Neutral
The food is okay and the prices here are mediocre.,food,Neutral
The food is okay and the prices here are mediocre.,prices,Neutral
My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,food,Negative
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,crab cocktail,Negative
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime juice concoction,Neutral
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime,Neutral
I would like to return and try some of the other menu items when I don't have to rush off to a show.,menu items,Positive
We have been to this place many times[comma] and always have great food[comma] wine[comma] and service.,food,Positive
We have been to this place many times[comma] and always have great food[comma] wine[comma] and service.,wine,Positive
We have been to this place many times[comma] and always have great food[comma] wine[comma] and service.,service,Positive
Hopefully next time[comma] I will save room for dessert.,dessert,Neutral
Not a typical pizza joint[comma] but good for a low key and fairly cheap nice sit down dinner.,dinner,Positive
The corned beef was tender and melted in my mouth.,corned beef,Positive
The best Chicken pad tai[comma] I've ever had.,Chicken pad tai,Positive
$20 for all you can eat sushi cannot be beaten.,sushi,Neutral
Haru serves very fresh fish[comma] has a trendy[comma] modern ambiance[comma] prime location on Park Avenue South and friendly service.,fish,Positive
Haru serves very fresh fish[comma] has a trendy[comma] modern ambiance[comma] prime location on Park Avenue South and friendly service.,service,Positive
Haru serves very fresh fish[comma] has a trendy[comma] modern ambiance[comma] prime location on Park Avenue South and friendly service.,ambiance,Positive
Haru serves very fresh fish[comma] has a trendy[comma] modern ambiance[comma] prime location on Park Avenue South and friendly service.,location,Positive
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,Positive
Very romantic fires - I've literally spent hours at Lanterna[comma] drinking wine from their extensive wine and enjoying the ambience.,wine,Positive
Very romantic fires - I've literally spent hours at Lanterna[comma] drinking wine from their extensive wine and enjoying the ambience.,ambience,Positive
Very romantic fires - I've literally spent hours at Lanterna[comma] drinking wine from their extensive wine and enjoying the ambience.,wine,Positive
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,sake,Neutral
I almost wanted to write a bad review[comma] so no one would ever go here and I could have all the dumplings to myself!,dumplings,Positive
Always a nice crowd[comma] but never loud.,crowd,Positive
My turkey burger was not cooked at all[comma] my friends salmon was completely raw.,turkey burger,Negative
My turkey burger was not cooked at all[comma] my friends salmon was completely raw.,salmon,Negative
Decor is minimalist and clean - nothing to distract or commend.,Decor,Neutral
His drinks are very inventive[comma] delicious and classy.,drinks,Positive
Great food[comma] great prices[comma] great service.,food,Positive
Great food[comma] great prices[comma] great service.,prices,Positive
Great food[comma] great prices[comma] great service.,service,Positive
This isn't your corner Chinese food takeout.,Chinese food,Neutral
Awsome Pizza especially the Margheritta slice.,Pizza,Positive
Awsome Pizza especially the Margheritta slice.,Margheritta,Positive
This place[comma] however[comma] has a lot less pretension than Joya and the Thai food is still above-average.,place,Positive
This place[comma] however[comma] has a lot less pretension than Joya and the Thai food is still above-average.,Thai food,Positive
Try ordering from the regular menu[comma] then you would not regret!,menu,Positive
Told us to sit anywhere[comma] and when we sat he said the table was reserved.,table,Negative
uni from maine vs california[comma] sea vs freshwater eel) to get a good taste comparison.,eel,Neutral
We started with lox and mussels (the best ive ever had[comma] ever) and had the cod and trout for dinner.,lox,Positive
We started with lox and mussels (the best ive ever had[comma] ever) and had the cod and trout for dinner.,mussels,Positive
We started with lox and mussels (the best ive ever had[comma] ever) and had the cod and trout for dinner.,cod,Neutral
We started with lox and mussels (the best ive ever had[comma] ever) and had the cod and trout for dinner.,trout,Neutral
We started with lox and mussels (the best ive ever had[comma] ever) and had the cod and trout for dinner.,dinner,Neutral
The crispy chicken wasn't for us[comma] though.,crispy chicken,Negative
Food is great.,Food,Positive
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meatballs,Positive
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,caprese salad,Positive
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,beans on toast,Positive
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,Neutral
This place is incredibly tiny.,place,Negative
I didn't complain[comma] I liked the atmosphere so much.,atmosphere,Positive
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,diners,Neutral
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,reservations,Negative
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,tables,Negative
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,lobby,Neutral
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,waiting,Negative
The wine is always good[comma] the tapas are always yummy[comma] especially with the warm pita bread.,wine,Positive
The wine is always good[comma] the tapas are always yummy[comma] especially with the warm pita bread.,tapas,Positive
The wine is always good[comma] the tapas are always yummy[comma] especially with the warm pita bread.,pita bread,Positive
But when you are seated the waitresses are great[comma] they explain everything on the menu[comma] and the price of the food is really cheap for the service you get.,waitresses,Positive
But when you are seated the waitresses are great[comma] they explain everything on the menu[comma] and the price of the food is really cheap for the service you get.,price,Positive
But when you are seated the waitresses are great[comma] they explain everything on the menu[comma] and the price of the food is really cheap for the service you get.,service,Positive
But when you are seated the waitresses are great[comma] they explain everything on the menu[comma] and the price of the food is really cheap for the service you get.,menu,Neutral
But when you are seated the waitresses are great[comma] they explain everything on the menu[comma] and the price of the food is really cheap for the service you get.,food,Neutral
I've been to several places for Dim Sum and this has got to be the WORST.,Dim Sum,Negative
The freshest[comma] best variety[comma] and the fastest delivery.,variety,Positive
The freshest[comma] best variety[comma] and the fastest delivery.,delivery,Positive
Go to Volare for 1st class service and terrific food.,service,Positive
Go to Volare for 1st class service and terrific food.,food,Positive
It's super-trendy and there's always someone to take that empty seat[comma] so it seems that customer service has been deemed not of the essence.,service,Positive
It's super-trendy and there's always someone to take that empty seat[comma] so it seems that customer service has been deemed not of the essence.,seat,Neutral
Dinner took almost 4 hours without any lag time.,Dinner,Negative
The people in the restaurant were pretty obnoxious and loud.,people,Negative
The sandwiches are dry[comma] tasteless and way overpriced.,sandwiches,Negative
Price no more than a Jersey deli but way better.,Price,Positive
The fried rice is really good too.,fried rice,Positive
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,staff,Positive
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,manager,Positive
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,menu selections,Positive
Made my dining experience uncomfortable.,dining experience,Negative
still stay away[comma] the table next to us walked out after my table and aanother were serves eventhough they were there much longer...,serves,Negative
I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,front doors,Neutral
A very inviting restaurant[comma] with friendly service.,service,Positive
THe back garden sitting area is very pleasant[comma] where you can see their personal herb garden.,back garden sitting area,Positive
THe back garden sitting area is very pleasant[comma] where you can see their personal herb garden.,personal herb garden,Positive
Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli[comma] or Mexican food which is supplied by capable restaurants.,pastrami sandwiches,Neutral
Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli[comma] or Mexican food which is supplied by capable restaurants.,Mexican food,Neutral
The drinks are always welll made and wine selection is fairly priced.,drinks,Positive
The drinks are always welll made and wine selection is fairly priced.,wine selection,Neutral
The drinks are always welll made and wine selection is fairly priced.,priced,Positive
We also had shared a house salad that was fresh.,house salad,Positive
The ceiling is amazing!,ceiling,Positive
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,check,Neutral
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,table,Neutral
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,glass of water,Neutral
Not a small feat for good french food in the area.,french food,Positive
The space is a bit too small for live music[comma] so on  jazz nights[comma] it can be loud and cramped.,live music,Neutral
The space is a bit too small for live music[comma] so on  jazz nights[comma] it can be loud and cramped.,space,Negative
The space is a bit too small for live music[comma] so on  jazz nights[comma] it can be loud and cramped.,jazz nights,Neutral
Food was average but tasty.,Food,Positive
Big Wong gets big Ups for a fine establishment.,establishment,Positive
The entree was bland and small[comma] dessert was not inspired.,entree,Negative
The entree was bland and small[comma] dessert was not inspired.,dessert,Negative
The staff was the friendliest that have seen in New York.,staff,Positive
With the exception of our lemon salad that had so much pepper on it that our eyes started watering[comma] the food here was decent[comma] not great.,food,Neutral
With the exception of our lemon salad that had so much pepper on it that our eyes started watering[comma] the food here was decent[comma] not great.,lemon salad,Negative
With the exception of our lemon salad that had so much pepper on it that our eyes started watering[comma] the food here was decent[comma] not great.,pepper,Negative
The Pad thai[comma] lad nar and various other dishes all look good on paper but[comma] I've had better thai food in less asthetically pleasing places.,places,Negative
The Pad thai[comma] lad nar and various other dishes all look good on paper but[comma] I've had better thai food in less asthetically pleasing places.,thai food,Neutral
Delicious food at a great price but do not go here on a cold day and sit by the front door.,food,Positive
Delicious food at a great price but do not go here on a cold day and sit by the front door.,price,Positive
Delicious food at a great price but do not go here on a cold day and sit by the front door.,front door,Neutral
my picks: Guizhou chicken[comma] fish with hot bean source[comma] fish fillet in spicy source (special menu).,Guizhou chicken,Positive
my picks: Guizhou chicken[comma] fish with hot bean source[comma] fish fillet in spicy source (special menu).,fish with hot bean source,Positive
my picks: Guizhou chicken[comma] fish with hot bean source[comma] fish fillet in spicy source (special menu).,fish fillet in spicy source,Positive
my picks: Guizhou chicken[comma] fish with hot bean source[comma] fish fillet in spicy source (special menu).,special menu,Positive
Overall[comma] I'm still impressed that the place even exists and the prices are quite decent but then again[comma] its Chinatown.,prices,Positive
Admittedly some nights inside the restaurant were rather warm[comma] but the open kitchen is part of the charm.,open kitchen,Positive
Pizza was a little soggy.,Pizza,Negative
The food inludes famous scrumptious bombay style chaat such as bhelpuri[comma] sevpuri and samosa chaats[comma] as well as other great indian appetizers.,food,Positive
The food inludes famous scrumptious bombay style chaat such as bhelpuri[comma] sevpuri and samosa chaats[comma] as well as other great indian appetizers.,bhelpuri,Positive
The food inludes famous scrumptious bombay style chaat such as bhelpuri[comma] sevpuri and samosa chaats[comma] as well as other great indian appetizers.,sevpuri,Positive
The food inludes famous scrumptious bombay style chaat such as bhelpuri[comma] sevpuri and samosa chaats[comma] as well as other great indian appetizers.,samosa chaats,Positive
The food inludes famous scrumptious bombay style chaat such as bhelpuri[comma] sevpuri and samosa chaats[comma] as well as other great indian appetizers.,indian appetizers,Positive
The food inludes famous scrumptious bombay style chaat such as bhelpuri[comma] sevpuri and samosa chaats[comma] as well as other great indian appetizers.,bombay style chaat,Positive
The Singapore Mai Fun had NO curry flavor whatsoever.,Singapore Mai Fun,Negative
The Singapore Mai Fun had NO curry flavor whatsoever.,curry flavor,Negative
The only problem is that the manager is a complete incompetent.,manager,Negative
The wine list is interesting and has many good values.,wine list,Positive
I'm still mad that i had to pay for lousy food.,food,Negative
This restaurant used to be our regular Thursday night dinner location.,dinner location,Neutral
Definite go if you're used to good Indian restaurant food from abroad.,Indian restaurant food,Positive
THR AT MOSHPHERE IS COMPACT[comma] MODERN[comma] YET COZY.,AT MOSHPHERE,Positive
By far[comma] the best pizza in Manhattan.,pizza,Positive
Decent Thai food in cute - though a bit dank - little Nolita hangout[comma] BUT service terrible.,Thai food,Positive
Decent Thai food in cute - though a bit dank - little Nolita hangout[comma] BUT service terrible.,service,Negative
The waiter actually poured water on my hand and walked away.,waiter,Negative
The waiter actually poured water on my hand and walked away.,water,Neutral
The food is mostly made from scratch[comma] fresh and well prepared.,food,Positive
Worse of all[comma] $60 was erroneously added to our $80 bill.,bill,Negative
NO more reservations[comma] expensive tips and annoying stuff.,reservations,Positive
NO more reservations[comma] expensive tips and annoying stuff.,tips,Positive
NO more reservations[comma] expensive tips and annoying stuff.,stuff,Positive
Try the sea bass.,sea bass,Positive
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi,Positive
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi places,Positive
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,quality,Positive
Sushi wasn't anything spectacular for the price.,Sushi,Neutral
Sushi wasn't anything spectacular for the price.,price,Negative
During our meal[comma] the management came over and checked on us and even bought us a round of drinks.,management,Positive
During our meal[comma] the management came over and checked on us and even bought us a round of drinks.,meal,Neutral
During our meal[comma] the management came over and checked on us and even bought us a round of drinks.,round of drinks,Neutral
But they don't have a toaster[comma] which is strange.,toaster,Negative
So[comma] for good food i'd recommend it[comma] but not for a fun night out.,food,Positive
The menu choices are similar but the taste lacked more flavor than it looked.,taste,Negative
The menu choices are similar but the taste lacked more flavor than it looked.,menu choices,Neutral
The menu choices are similar but the taste lacked more flavor than it looked.,flavor,Negative
A must for all the Dosa lovers.,Dosa,Positive
The portions are HUGE[comma] so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.,portions,Positive
The portions are HUGE[comma] so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.,appetizer,Neutral
The portions are HUGE[comma] so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.,entree,Neutral
The appetizers are just OK and the main courses were decidedly subpar.,appetizers,Neutral
The appetizers are just OK and the main courses were decidedly subpar.,main courses,Negative
Someone else recommended the dessert - we also left that.,dessert,Negative
The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,Positive
The staff is very attentive and we can almost always get a table.,staff,Positive
The staff is very attentive and we can almost always get a table.,table,Positive
Try the mediterranean salad[comma] it is a true experience for your taste buds!!,mediterranean salad,Positive
People are always friendly.,People,Positive
The cream cheeses are out of this world and I love that coffee!!,cream cheeses,Positive
The cream cheeses are out of this world and I love that coffee!!,coffee,Positive
From the entrees to the sides to the drinks[comma] everything was creatively prepared yet still simple.,entrees,Positive
From the entrees to the sides to the drinks[comma] everything was creatively prepared yet still simple.,sides,Positive
From the entrees to the sides to the drinks[comma] everything was creatively prepared yet still simple.,drinks,Positive
Service was prompt and courteous.,Service,Positive
It was not above ordinary and the beef version had cheap (undercooked) beef.,beef version,Negative
It was not above ordinary and the beef version had cheap (undercooked) beef.,beef,Negative
Chance is a small cozy restaurant[comma] with a romantic feel to it[comma] the decor is great.,decor,Positive
It was nice and fresh[comma] but I can't give it high scores on being authentic thai.,thai,Negative
Got club soda[comma] filled with ice[comma] no lime.,club soda[comma] filled with ice[comma] no lime,Neutral
Only wine and beer are served[comma] but the house varities are actually quite good.,wine,Neutral
Only wine and beer are served[comma] but the house varities are actually quite good.,beer,Neutral
Only wine and beer are served[comma] but the house varities are actually quite good.,house varities,Positive
Only wine and beer are served[comma] but the house varities are actually quite good.,served,Negative
This place must have cost the owners afortune to build.,owners,Neutral
This place must have cost the owners afortune to build.,cost,Negative
Oh[comma] and the complimentary pudding dessert was just enough- yummy!,pudding dessert,Positive
we split a tasty vegetable samosa and the malai tikka wrap.,vegetable samosa,Positive
we split a tasty vegetable samosa and the malai tikka wrap.,malai tikka wrap,Positive
Knowledge of the chef and the waitress are below average.,chef,Negative
Knowledge of the chef and the waitress are below average.,waitress,Negative
We were walking around the village and went into this place just for some drinks.,drinks,Neutral
Decent wine selection too.,wine selection,Positive
It saves walking in and waiting for a table in the often noisy[comma] crowded bar at dinnertime.,bar,Negative
It saves walking in and waiting for a table in the often noisy[comma] crowded bar at dinnertime.,waiting,Negative
It saves walking in and waiting for a table in the often noisy[comma] crowded bar at dinnertime.,table,Negative
I have to say I have never had a disapointing meal here.,meal,Positive
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,goat cheese,Positive
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,panchetta,Positive
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,Negative
Disappointing food[comma] lousy service.,food,Negative
Disappointing food[comma] lousy service.,service,Negative
If you want a casual neighborhood bistro that has great food and excellent service[comma] this is the place.,food,Positive
If you want a casual neighborhood bistro that has great food and excellent service[comma] this is the place.,service,Positive
great place to go for a drink too because they have 100 kinds of beer.,kinds of beer,Positive
great place to go for a drink too because they have 100 kinds of beer.,drink,Neutral
Over price[comma] and small portions .,price,Negative
Over price[comma] and small portions .,portions,Negative
Meanwhile[comma] the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil[comma] gratis.,bartender,Positive
Meanwhile[comma] the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil[comma] gratis.,champagne,Neutral
Meanwhile[comma] the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil[comma] gratis.,turnip soup with pureed basil,Positive
The food was well prepared and the service impecable.,food,Positive
The food was well prepared and the service impecable.,service,Positive
BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places[comma] but it is $16 here.,dish,Positive
BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places[comma] but it is $16 here.,Thai spiced curry noodles with shrimp,Positive
BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places[comma] but it is $16 here.,dish,Positive
BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places[comma] but it is $16 here.,cost,Positive
Good[comma] dark atmosphere and the music is a nice touch.,atmosphere,Positive
Good[comma] dark atmosphere and the music is a nice touch.,music,Positive
My husband said the portions were very small[comma] but if my main course was good to eat the portion would've been fine for me.,portions,Negative
My husband said the portions were very small[comma] but if my main course was good to eat the portion would've been fine for me.,portion,Positive
My husband said the portions were very small[comma] but if my main course was good to eat the portion would've been fine for me.,main course,Negative
But the thai is definitely not great -- bland and indistinguished.,thai,Negative
Great for groups[comma] great for a date[comma] great for early brunch or a nightcap.,brunch,Positive
Great for groups[comma] great for a date[comma] great for early brunch or a nightcap.,nightcap,Positive
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,food suggestions,Positive
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,server,Positive
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,sommelier,Positive
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,fromager,Positive
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,wine,Neutral
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,cheese,Neutral
Because we didn't have a reservation[comma] we could only sit in the back garden[comma] but it was great[comma] secluded and perfect in nice weather.,back garden,Positive
Because we didn't have a reservation[comma] we could only sit in the back garden[comma] but it was great[comma] secluded and perfect in nice weather.,reservation,Negative
Stuffing yourself with Japanese food is a rare thing.,Japanese food,Neutral
While the food was good (certainly no Il Mulino) the service was horrendous.,food,Positive
While the food was good (certainly no Il Mulino) the service was horrendous.,service,Negative
Service is not what one would expect from a joint in this price category.,Service,Negative
Service is not what one would expect from a joint in this price category.,price category,Negative
Our family never expected such incredible entertainment in a restaurant.,entertainment,Positive
i would recommend reservations on weekends though.,reservations,Neutral
Great pizza for lunch place.,pizza,Positive
The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,lunch,Negative
We were a group of 8 and well seved.,seved,Positive
The signs[comma] the specials menus[comma] food[comma] and even all the waitstaff are ALL TOTALLY Japanese.,signs,Positive
The signs[comma] the specials menus[comma] food[comma] and even all the waitstaff are ALL TOTALLY Japanese.,specials menus,Positive
The signs[comma] the specials menus[comma] food[comma] and even all the waitstaff are ALL TOTALLY Japanese.,food,Positive
The signs[comma] the specials menus[comma] food[comma] and even all the waitstaff are ALL TOTALLY Japanese.,waitstaff,Positive
I LOVE their spicy scallop roll[comma] and my boyfriend consistently gets the sesame chicken.,scallop roll,Positive
I LOVE their spicy scallop roll[comma] and my boyfriend consistently gets the sesame chicken.,sesame chicken,Positive
I'm no food critic[comma] but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.,food,Neutral
I noted it was crossed off on the bill.,bill,Neutral
Best dish is nori-wrapped tuna.,nori-wrapped tuna,Positive
Best dish is nori-wrapped tuna.,dish,Positive
The food was absolutely amazing!!,food,Positive
Some servers make you feel like they are doing you a favor to bring you the food.,servers,Negative
Some servers make you feel like they are doing you a favor to bring you the food.,food,Neutral
An excellent alternative to fast food joints and ordering in but[comma] the food was slightly disappointing.,fast food,Negative
An excellent alternative to fast food joints and ordering in but[comma] the food was slightly disappointing.,food,Negative
Mermaid Inn is an overall good restaurant with really good seafood.,seafood,Positive
The staff is also attentive and friendly.,staff,Positive
The all you can eat deal is truly amazing here.,all you can eat deal,Positive
That is a problem since we paid about 20 bucks a dish[comma] and had to order 5 dishes to get a decent taste.,dish,Negative
That is a problem since we paid about 20 bucks a dish[comma] and had to order 5 dishes to get a decent taste.,taste,Neutral
That is a problem since we paid about 20 bucks a dish[comma] and had to order 5 dishes to get a decent taste.,dishes,Negative
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,meat patties in steamed buns,Negative
All of the pizzas are terrific and the price is even better!,pizzas,Positive
All of the pizzas are terrific and the price is even better!,price,Positive
It is about FOOD and Ambiance[comma] and imagine how dreadful it will be it we only had to listen to an idle engine.,FOOD,Negative
It is about FOOD and Ambiance[comma] and imagine how dreadful it will be it we only had to listen to an idle engine.,Ambiance,Negative
The food was good too.,food,Positive
Immediately after we paid[comma] the waiter took the money and said[comma] okay[comma] you guys are outta here.,waiter,Negative
The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,Positive
The dining room is quietly elegant with no music to shout over -- how refreshing!,music,Positive
